Created at,User,Tweet,ID,Number of Retweets,Number of likes,Source,Location
2022-10-07 19:22:25+00:00,thejackiedutton,"@GlobeyNFT 🤣 you mean Matcha tea, hikes, and cocaine aren't the answer to all my life problems? The Los Angeles in me can't handle it.",1.57847E+18,0,1,Twitter Web App,"East Coast, USA"
2022-10-07 19:21:57+00:00,kappanuki,Boba tea 🧋 and Matcha latte 🍵are sold! ✨ https://t.co/Wptkaq5fVW,1.57847E+18,0,8,Twitter Web App,She/They
2022-10-07 18:47:42+00:00,WhittBarbiee,@Maeganxo_ I’ve been addicted to the matcha tea latte. My Bonus daughter put me on recently and I have been getting them everyday 😩😩😩,1.57846E+18,0,0,Twitter for iPhone,"Atlanta, GA"
2022-10-07 18:43:36+00:00,AzraSafar,Gotta have matcha green tea to treat my anxiety,1.57846E+18,0,1,Twitter for Android,Malaysia
2022-10-07 18:40:14+00:00,kaithegremdroid,"So like scrying with your matcha latte foam is technically a tea reading, right? 🍵",1.57846E+18,0,1,Twitter for iPhone,Canada
2022-10-07 18:32:35+00:00,gaunt_ghostie,what kinda bubble tea should i get? haven't tried lavender or matcha,1.57845E+18,0,1,Twitter for iPhone,cw 97 lbs  gw1 89  she/they
2022-10-07 17:58:32+00:00,FoodinJ,Have you ever taken Matcha? It is one of the Japanese teas that is a little bit special and different from green te… https://t.co/oiiX9kMROQ,1.57844E+18,0,5,Twitter Web App,Japan
2022-10-07 17:46:34+00:00,RunawayDragons,@dunkindonuts your new rewards program is terrible. I don't drink coffee. Your tea is pretty terrible. The one thin… https://t.co/LNFvzrbgxB,1.57844E+18,0,0,Twitter for Android,"New England, USA, Earth"
2022-10-07 17:00:21+00:00,ricefish_,Tea place down the road from my appt has the best matcha ive had in my life..,1.57843E+18,0,1,Twitter for Android,
2022-10-07 17:00:00+00:00,teabot451,"Regular
Tea Latte
No ice
Matcha
Teas: Green Rooibos Bonita
Bubbles: Mango Jellies, Tri-Color Jellies
Price: $5.8",1.57843E+18,0,0,Teabot 451,
2022-10-07 16:58:45+00:00,Valeria69014247,"Good vibes only with Matcha Tea 🍀🎍
#6words https://t.co/63Ac2aZ43j",1.57843E+18,1,6,Twitter for Android,"Biarritz, France"
2022-10-07 16:57:05+00:00,tyrajichan,When they said they’re matcha lover tapi recommend green tea 😔👈🏼 aiyo,1.57843E+18,0,1,Twitter for iPhone,블락비-에프엑스-시크릿-비에이피-라붐-소나무-유니티
2022-10-07 16:39:14+00:00,hoshihime5,"Froggy tea (kidding, it's a cup of Matcha genmaicha) https://t.co/H8NNWK0DsU",1.57842E+18,0,2,Twitter for Android,
2022-10-07 16:29:07+00:00,WldMagnoliaSoap,SALE - Basil and Eucalyptus with Matcha Green Tea Palm Free Soap - Palm Free  https://t.co/8qhLX5DvJm via @Etsy… https://t.co/sw99E0lbQj,1.57842E+18,0,0,Twitter Web App,"Maple Valley, WA"
2022-10-07 16:25:46+00:00,Summerbaabyy,I want an iced Matcha tea latte today from Starbucks .,1.57842E+18,0,0,Twitter for iPhone,"Oakland, CA to Las Vegas, NV"
2022-10-07 16:18:24+00:00,Rathloskiller69,@Kitten_SCK Matcha green tea,1.57842E+18,0,0,Twitter for Android,
2022-10-07 15:56:38+00:00,dominiquert1,bowl and a hot matcha tea with honey on my day off to finish my homework,1.57841E+18,0,1,Twitter for iPhone,MA
2022-10-07 15:55:55+00:00,AbdulHakeem1,"#Spotify #Playlist - In Continued Peace 16. #Chillhop, #Jazzhop &amp; #Matcha #Tea #Music 48min
#Beats #Lofi
https://t.co/KaqxZlmftr",1.57841E+18,0,2,Twitter Web App,"Born&Raised Chicago, Illinois"
2022-10-07 15:55:39+00:00,kayvenem,"@kiestwt ice cream/mochi ice cream:
matcha, cookies n creme, green tea, sometimes vanilla, the fucking jimmy fallon… https://t.co/Noqe8C5jur",1.57841E+18,0,0,Twitter Web App,16.5 | ugw:thigh gap | minor
2022-10-07 15:52:42+00:00,iKisses1,"Iced Matcha Tea Latte with 2 pumps of Raspberry, sub oat milk and light ice 🤞🏽 https://t.co/tsnGDfOeFU",1.57841E+18,0,0,Twitter for iPhone,"Indiana, USA"
2022-10-07 15:50:43+00:00,DadchiNSFW,"@Onlylowercase_ Matcha would help replace the caffeine/flavor of energy drinks, but it’s ✨expensive✨

I’m a sucker… https://t.co/bVQgUGgcMW",1.57841E+18,0,2,Twitter for iPhone,"Salem, MA"
2022-10-07 15:47:25+00:00,KitoNishiki,"[[𝔐𝔶 ℌ𝔞𝔩𝔩𝔢𝔩𝔲𝔧𝔞𝔥//]]

✦ Pixicat Kit Sweater
✦ Matcha Boba Tea
✦ Thriving + Unbothered
✦ Autumnal Bliss 

|… https://t.co/ea8gM1bQdH",1.57841E+18,3,23,Twitter Web App,8th of Spring
2022-10-07 15:46:56+00:00,One1Samurai,"@spartanseed I've never had matcha

Not a big tea guy, despite knowing the benefits

How's the taste?",1.57841E+18,0,0,Twitter for Android,
2022-10-07 15:28:30+00:00,pena_ethan,why does matcha tea look good and bad at the same time like i wanna try it butttt idk,1.57841E+18,0,0,Twitter for iPhone,
2022-10-07 15:23:52+00:00,vr_penny,"Japan is a country with many faces, meaning Japanese souvenirs are equally diverse. For the oldies back home pick u… https://t.co/9iZR2ddCbw",1.57841E+18,0,0,twittbot.net,
2022-10-07 15:20:39+00:00,amniture,“It’s so fucking cold outside” I said to myself while downing a whole ice cold matcha green tea latte,1.5784E+18,0,0,Twitter for iPhone,
2022-10-07 15:18:19+00:00,moontropica,@veets692 Sending matcha green tea 🍵,1.5784E+18,0,5,Twitter Web App,
2022-10-07 15:07:12+00:00,yeahsis_,I want ramen and matcha tea for lunch,1.5784E+18,0,0,Twitter for iPhone,"New York, USA"
2022-10-07 14:45:04+00:00,masodi_organics,"… 👀

- Alpha Arbutin
- Licorice Extract
- Matcha Green Tea

Coming Soon to https://t.co/qZMZHiQMM3 🫶🏾 https://t.co/kOSHHanHeB",1.5784E+18,1,5,Twitter for iPhone,South Africa
2022-10-07 14:36:20+00:00,bhavikpatel039,"good morning, I’m shadowing in ✨derm✨ today and the vibes are immaculate 

- did that skin care this morning with m… https://t.co/rECHEe47bM",1.57839E+18,0,5,Twitter for iPhone,"Cleveland, OH"
2022-10-07 14:30:34+00:00,Rwill98,**Typo** That power play is gone from my practice of identity.... wheres my Matcha tea?!,1.57839E+18,0,1,Twitter Web App,"Georgia, USA"
2022-10-07 14:26:04+00:00,anticlvtch,"@anz_arts I woulda caved in too 😭😭😭 and I’m either usually a taro, matcha or oolong tea kinda guy!!",1.57839E+18,0,0,Twitter for iPhone,
2022-10-07 14:21:12+00:00,KanikouEstellia,"@TaiLynn_VTuber I mostly drink matcha or thai, so it's whatever creamy tea I'm feeling lol.",1.57839E+18,0,0,Twitter Web App,A Comfy Chair somewhere
2022-10-07 14:19:56+00:00,Rorosy,"🔗Link in bio

#SnarkyTea #TeaTime #Tea #Te #PinkiesUp #BestTea #DrinkUp #health #humor #happiness #wellness… https://t.co/lz7MnmmkP2",1.57839E+18,0,0,Twitter for iPhone,USA
2022-10-07 14:19:31+00:00,marixmachina,a homosexual definitely did not make my matcha green tea lemonade this morning,1.57839E+18,0,5,Twitter for iPhone,she/they | 22
2022-10-07 14:16:18+00:00,Mak_Sabre,@KairosVand @seedsnep With or without caffeine? Herbal teas have no caffeine as there's no actual tea in them. I lo… https://t.co/RLQvvtR2YO,1.57839E+18,0,1,Twitter for Android,"Denver, CO"
2022-10-07 14:02:34+00:00,Datt_Darkness,@Kitten_SCK Matcha green tea is great,1.57839E+18,0,0,Twitter for Android,"Abilene, TX"
2022-10-07 13:56:45+00:00,malewifemods,@hrtsah MAN MATCHA WAS SUCH A SCAM IT JUST TASTE LIKE SLIGHTLY STRONGER GREEN TEA I WAS SO MAD,1.57838E+18,0,1,Twitter for iPhone,21 - He/Him
2022-10-07 13:47:52+00:00,Si_ne_No_mi,"Jason is like 65% tea drinker, the rest coffee drinker.
Tim is 80% tea drinker and that's it. People assume that te… https://t.co/fUcytodAh2",1.57838E+18,0,1,Twitter Web App,
2022-10-07 13:47:31+00:00,aquariumtigers,@DrSquatchSoapCo - Love the new themed scents for Halloween. Was discussing with a co-worker some of the other them… https://t.co/Ex1PnRMHe2,1.57838E+18,0,1,Twitter Web App,Colorado
2022-10-07 13:39:19+00:00,1rinchii,@iambgtea Thaaank 🥹 but maybe it's not anxiety. It's the matcha tea I just drank 🫠 or both hahahaha,1.57838E+18,0,1,Twitter for Android,rinanne.art@gmail.com
2022-10-07 13:26:04+00:00,Daichii_kun,@Kitten_SCK My staple is matcha milk tea with tapioca,1.57838E+18,0,0,Twitter for Android,
2022-10-07 13:23:51+00:00,khlclynn,"Personally, I believe an iced green tea latte or iced blended matcha latte would fix 99 of my problems.",1.57838E+18,0,0,Twitter for Android,
2022-10-07 13:13:31+00:00,Zizuuu__,"I luv you Sevvy thank u&lt;3

Fave food: spicy fried chicken and takis 
Fave drink: matcha peppermint tea
Fave season:… https://t.co/V6fERUxtnr",1.57837E+18,0,5,Twitter for iPhone,"London, England"
2022-10-07 12:55:30+00:00,mokciknab,"Gryphon tea &amp; longan matcha cookies on a rainy night, with Stone Roses playing in the background, is the perfect en… https://t.co/9WuA1XV45n",1.57837E+18,0,7,Twitter for iPhone,Petaling Jaya 
2022-10-07 12:54:07+00:00,KillahSzn_XCIII,"Matcha Tea Latter taste better with Oat Milk, the almost milk makes it taste to earthy.",1.57837E+18,0,0,Twitter for iPhone,Canada
2022-10-07 12:48:01+00:00,EpochTimesCan,A #matcha #latte is a delicious and healthy drink loaded with #antioxidants that help to #reduce #stress and… https://t.co/TKtt95uNB3,1.57837E+18,0,2,Buffer,Canada
2022-10-07 12:00:55+00:00,Saifemininecare,"Smile 😃 

 Color : 🥃Blackblack / 🧋Milk tea / 🥞More syrup / 🍓Strawberry milk / 🥤Pink soda / 🍭Gumball / 🌚Moon wars /… https://t.co/TUR0TtzC4M",1.57835E+18,0,0,PLANOLY,
2022-10-07 11:58:24+00:00,antiheroswift22,"@FearlesslyJana I saw this a while ago and then I was like... yup, no more. lol This also explains the cola thing t… https://t.co/TsCWbDHBwW",1.57835E+18,0,1,Twitter Web App,Loft 89 Cologne
2022-10-07 11:39:09+00:00,backforchloe,"hiii ink my friend drew fanart of your game Misty Peak @etsulo !! 
she drew my oc in the game still dont have enoug… https://t.co/tk6h6V7SNY",1.57835E+18,1,0,Twitter for iPad,♡༺♡༻♡༺♡༺♡༻♡༺♡
2022-10-07 10:42:35+00:00,JewelzRobertson,The Last Outdoor Weekend of Farmers Markets! #alberta #thingstodo #Christmas #giftideas #Markets #yeg #stalbert… https://t.co/yAJCIbIGCK,1.57833E+18,1,0,Twitter for iPhone,Canada
2022-10-07 10:25:28+00:00,Spyfoxls,@Kitten_SCK Since every bubble tea store here got different flavours and boba i can't really have a favorite but us… https://t.co/i7aIJnv3tb,1.57833E+18,0,0,Twitter for Android,
2022-10-07 10:20:16+00:00,WeLoveAmazon777,"METCHA MATCHA

🌸https://t.co/yrj2YoTQrH

A literature review published in the journal Japanese Medicine asserts tha… https://t.co/cIvp47NQJO",1.57833E+18,0,0,Botbird tweets,United States
2022-10-07 10:05:43+00:00,Tayebwa_77,"@drkasenene How can some one get the Matcha tea, and at how much ?",1.57833E+18,0,2,Twitter for Android,Uganda
2022-10-07 10:01:12+00:00,drkasenene,"A detox plan can vary but often involves

- A raw alkaline diet composed of antioxidant rich foods
- Detox veggie j… https://t.co/NzJFvpDgU8",1.57832E+18,22,59,Twitter for Android,Kampala -UGANDA +256701450450
2022-10-07 09:54:48+00:00,KabaSeicha,"2022 AKIBANCHA SENCHA , Available in stock.
KAGOSHIMA GREEN TEA 
#kabaseicha 
Please Always DM Us For your Orders… https://t.co/vK1xuKqeFs",1.57832E+18,0,0,Twitter for iPhone,"Kamibeppu,Eicho Minamikyushu "
2022-10-07 09:51:52+00:00,JListPeter,"It’s freezing in Japan, so I’m having miso ramen with Mrs J-List. The shop always gives us ice cream with matcha po… https://t.co/xLckFlcbo5",1.57832E+18,3,39,Tweetbot for iΟS,Japan
2022-10-07 09:26:21+00:00,Sugonmaballs69,made myself some green tea and put it on ice damn this shit bussin i made it the same way i think matcha tea was ma… https://t.co/gXmrjFRbQw,1.57832E+18,0,0,Twitter Web App,🇿🇦
2022-10-07 08:48:23+00:00,cicerenades,ice fucking matcha fucking tea. oh my god. yes.,1.57831E+18,0,0,Twitter for Android,"Atty. Cicero Spade D'Archeo.
⠀
oa ooc. he/him prns. p-flirt.
pan. 3N. ambivert. nsfw. 
avoid calling by fem terms.
open for plots. sporadic replies."
2022-10-07 08:43:18+00:00,Antiania,Made my own matcha bubble tea at home 🧋😋 https://t.co/CFrMWBGrJ1,1.5783E+18,4,26,Twitter for Android,Norway
2022-10-07 08:00:02+00:00,matcha_sadou,"Zen exists in Japanese tea ceremony.
This is also related to the fact that SEN no Rikyu found a sense of beauty pec… https://t.co/Jitd7WhnXq",1.57829E+18,2,12,Twitter Web App,東京 千代田区
2022-10-07 07:02:15+00:00,russel83lxbbp,New Japanese Traditional Tea Ceremony Matcha Set with Bowl Wooden Whisk and Scoop EB-5969GIF Unique Home Décor Birt… https://t.co/P9UcYiHpxl,1.57828E+18,0,0,Twitter Web App,
2022-10-07 06:57:42+00:00,devsksj,@itsme_Nin0 I like thai tea but i don't like matcha.,1.57828E+18,0,0,Twitter for Android,novandorcello
2022-10-07 06:47:18+00:00,bottleofrouge28,tea🍵 matcha is my absolute go-to or sometimes i order Thai tea🫶🏼 https://t.co/rfzVIozepF,1.57828E+18,0,0,Twitter for iPhone,🍇🧃
2022-10-07 06:38:14+00:00,ben2fry,"🚀: Carrot collagen tea with carrot jelly
Imi: black sugar boba tea with extra pearls
🌸: Strawberry cheese tea or Matcha Cheese tea",1.57827E+18,0,0,Twitter for iPhone,Midi city
2022-10-07 06:30:35+00:00,zaichishka,"When partaking of a bowl of matcha at a Japanese tea gathering, a gentle slurp serves as a subtle signal for action… https://t.co/1AXJVitMT8",1.57827E+18,0,3,Twitter for Android,"Auckland, Aotearoa"
2022-10-07 06:26:43+00:00,OrcGirlVT,@Kitten_SCK I like matcha green tea with cinnamon and honey!,1.57827E+18,0,0,Twitter for Android,The Rambling Bugbear
2022-10-07 05:22:15+00:00,the_kingdom444,"MATCHA TEA IS OUTTTTT 

POPPING PU$$IES IS A MUST!!",1.57825E+18,0,3,Twitter for iPhone,
2022-10-07 04:54:03+00:00,wishfulxthinnin,@gaunt_ghostie matcha milk tea with popping pearls 😮‍💨 and i think my mbti is enfp,1.57825E+18,0,1,Twitter for iPhone,sw: 195 cw: 175 ugw: 130 5’6” 
2022-10-07 04:18:18+00:00,OrrukWarpaint,"@Kitten_SCK Ube Taro was always my go to but I recently fell in love with a Mango-Matcha that the tea shop had, als… https://t.co/d6Oyps0UDN",1.57824E+18,0,0,Twitter Web App,
2022-10-07 04:14:01+00:00,MariamReyadh,People are drinking matcha green tea. 🤢,1.57824E+18,0,1,Twitter for iPhone,
2022-10-07 04:00:11+00:00,KhaiNhing,"Matcha green tea cake with a bold, distinctive green that snaps you to your senses.
Its surface is golden brown, an… https://t.co/arCIawKWid",1.57823E+18,0,0,Twitter for Android,
2022-10-07 03:34:21+00:00,LaurenCowden1,that matcha tea this late was not the move 😵‍💫,1.57823E+18,0,0,Twitter for iPhone,
2022-10-07 03:10:57+00:00,visualcupidd,i love green tea matcha,1.57822E+18,0,0,Twitter for iPhone,she / her
2022-10-07 03:07:44+00:00,nicole963,Haagen-dasz’s green matcha tea ice cream is too fuckin good 😩,1.57822E+18,0,0,Twitter for iPhone,"NJ, USA"
2022-10-07 02:55:58+00:00,bonnieslibraryy,my coffee shop order (everywhere) is a chai tea latte with vanilla and oat milk OR an iced matcha latte with chai t… https://t.co/OAoPnuL3bp,1.57822E+18,0,0,Twitter for iPhone,she/her — 17
2022-10-07 02:31:58+00:00,jeffiesatur,we both like green tea n matcha 🫠🫠🫠🫠🫠🫠,1.57821E+18,0,0,Twitter for Android,rant semi thai acc
2022-10-07 02:20:03+00:00,Fujiwaraosachi1,@Kitten_SCK Green tea with boba and matcha tea with herbs and aroma,1.57821E+18,0,0,Twitter for Android,
2022-10-07 02:05:06+00:00,FoodSpotLakeTah,Matcha Honey Lemonade - Tahoe Bear Tea House - South Lake Tahoe #FoodSpot #Smoothies #Drinks… https://t.co/5gmuBLuMCm,1.5782E+18,0,0,FoodSpotLakeTahoe,South Lake Tahoe
2022-10-07 01:53:51+00:00,vr_penny,"Japan is a country with many faces, meaning Japanese souvenirs are equally diverse. For the oldies back home pick u… https://t.co/xLuBeKEyTt",1.5782E+18,0,0,twittbot.net,
2022-10-07 01:46:51+00:00,gamecubeinmyass,bought some matcha green tea powder from an amish grocery store and im drinking some right now and its very yummy 👍,1.5782E+18,0,3,Twitter Web App,
2022-10-07 01:44:05+00:00,moonnightsky1,"@stoopyjess Strawberry, green tea (matcha), chocolate, and vanilla",1.5782E+18,0,1,Twitter for iPhone,Kurapika’s closet 🤭
2022-10-07 01:36:48+00:00,BaxDaFoxbat,Matcha green tea frapps taste like I'm drinking frozen seaweed water with a lil bit of sugar,1.5782E+18,0,1,Twitter for Android,"Sydney, New South Wales"
2022-10-07 01:13:14+00:00,kenlinzzz,"@le1edu thank you~! just to be clear po, it's matcha tea po diba?",1.57819E+18,0,1,Twitter Web App,
2022-10-07 00:53:59+00:00,club1_bch,"Good night! 🌙 Good morning  🌄 
Time for a perfectly balanced cup of matcha green tea! 🍵 It ""matcha"" the #Club1BCH g… https://t.co/DkO4nbX0bJ",1.57819E+18,3,11,Twitter for Android,
2022-10-07 00:51:36+00:00,GoGoKeeKo,@teufeltxt @DrifterNox I’m back! Here’s y’all’s smoothies! I got Nox the matcha green tea blast cuz it was the only… https://t.co/QVk1IT8Yye,1.57819E+18,0,1,Twitter for iPhone,"San Marcos, TX"
2022-10-07 00:41:11+00:00,shoripii,I bought this Yame Tea Gyokuro Matcha Orimochi for my coworker and he really loved it. He said it was one of the be… https://t.co/6hXyKdRkRn,1.57818E+18,0,0,Twitter for Android,California🌉 👩🏻‍💻
2022-10-07 00:40:37+00:00,shoripii,I bought this Yame Tea Gyokuro Matcha Orimochi for my coworker and he really loved it. He said it was one of the be… https://t.co/ldMWKNux2Z,1.57818E+18,0,0,Twitter for Android,California🌉 👩🏻‍💻
2022-10-07 00:25:30+00:00,hayjaygrrr,"Am I drinking a large matcha tea latte at 8:30 at night? Absolutely.

Will I regret it? Absolutely not.",1.57818E+18,0,0,Twitter for iPhone,
2022-10-07 00:16:32+00:00,bluexphoenix_,@Kitten_SCK Matcha or green tea! There definitely my favorites!,1.57818E+18,0,0,Twitter for iPhone,
2022-10-06 23:59:32+00:00,fatspo2thinspo,"What I ate today:
Energy drink (10)
1/4 muffin (166)
Burrito bowl (470)
Chicken salad with avocado (268)
Matcha tea… https://t.co/cxZSK1yS2O",1.57817E+18,0,1,Twitter for iPhone,
2022-10-06 23:49:57+00:00,PDHMUSIC1,"#Spotify #Playlist - In Continued Peace 16. #Chillhop, #Jazzhop &amp; #Matcha #Tea #Music 48min
#Beats #Lofi
https://t.co/w1hQlVyzyJ",1.57817E+18,0,1,Twitter Web App,Chicago
2022-10-06 23:43:58+00:00,Therealdevcat,@3mpr3sssapphir3 I've never actually had matcha tea before. Hmm. I guess I have a few things to try.,1.57817E+18,0,1,Twitter Web App,He/Him
2022-10-06 23:42:54+00:00,3mpr3sssapphir3,"@Therealdevcat It's like, the matcha tea of beans",1.57817E+18,0,1,Twitter for Android,uncanny valley
2022-10-06 23:23:45+00:00,HipstersOfNY,"Orville, 34 - Claims to have been wearing these pants before the Childish Gambino “This Is America” video came out.… https://t.co/b892iclEp0",1.57816E+18,0,3,Twitter for iPhone,
2022-10-06 23:17:18+00:00,KARAKURAIDEN,"⠀

   care to speak of it? i have just brewed some matcha tea. 

⠀ https://t.co/wmgu2Oc56h",1.57816E+18,0,0,Twitter for Android,mdni
2022-10-06 23:09:28+00:00,delta31i,"Kanpeki Japanese Matcha Tea Set - Bamboo Matcha Whisk, Chawan Matcha Bowl, Matcha Sifter, Matcha Whisk Holder, Matc… https://t.co/mI1JtxtIJh",1.57816E+18,0,0,Twitter Web App,
2022-10-06 23:06:33+00:00,milesthecatguy,@Kitten_SCK I just like both matcha and green tea,1.57816E+18,0,0,Twitter Web App,6969 cool st weedsport NYC
2022-10-06 23:05:23+00:00,matcha_sadou,"Japanese are often called shy. However, this is largely due to the influence of long-standing culture.
In Japan, co… https://t.co/3ujBmIXFgx",1.57816E+18,1,5,twittbot.net,東京 千代田区
2022-10-06 22:55:11+00:00,shinewithlisa,"Interesting Fact - Matcha Tea is a wonderful type of green tea. 

It is rich in antioxidants, which help shield the… https://t.co/BPpqOrmghb",1.57816E+18,0,0,TBS Social,
2022-10-06 22:49:47+00:00,RonMendoza209,Japanese Green Tea Matcha Powder?!? What is between differences of green tea bags and green tea powder? 🤔 https://t.co/gurSmDvRiT,1.57816E+18,1,1,Twitter for iPhone,United States
2022-10-06 22:47:56+00:00,cisco_flores10,Iced Matcha Tea Latte … yup that’s the one 🤌🏼,1.57816E+18,0,1,Twitter for iPhone,
2022-10-06 22:34:28+00:00,RoraPickles,Today officially marks 2 weeks off energy drinks. I quit a cigarette habit and I found energy drinks personally har… https://t.co/SVXl8GLsIF,1.57815E+18,4,135,Twitter for Android,
2022-10-06 22:03:05+00:00,lanzairI,is starbucks matcha ice tea good,1.57814E+18,0,4,Twitter Web App,i love @ntrIseIections my gf ❤
2022-10-06 21:28:40+00:00,KaytinaKitty,"Well I tried something new and healthy, and no I do not like matcha green tea. Sadly. #yolo #matcha #itried",1.57814E+18,0,0,Twitter for Android,
2022-10-06 21:17:26+00:00,notaamy,@scoobydoobygooo iced vanilla chai tea latte w/soy milk light ice and 2 scoops of matcha,1.57813E+18,0,2,Twitter for iPhone,
2022-10-06 20:54:37+00:00,josie_bun,"Oh why hello hello there 💜

Height: 9.7 inches
Zodiac: Virgo ♍️ 
Tattoo: Nah
Color: Fur is Beige but I LOVE Purple… https://t.co/SNZGLeb1Of",1.57813E+18,1,4,Twitter for iPhone,Yes
2022-10-06 20:41:46+00:00,the_cat_b,"It’s tea time with Makoto bb! (featuring a festive outfit because it’s spooky season!) 💞

Today, we’re having the s… https://t.co/sTswtqWWZw",1.57812E+18,1,1,Twitter for iPhone,my own world
2022-10-06 20:36:23+00:00,yyyomber,"The pastry has just the right crunch. Browned on the surface, not too sweet.

The matcha tart has a heart of adzuki… https://t.co/YTStLFTjTA",1.57812E+18,0,19,Twitter for iPhone,
2022-10-06 20:36:00+00:00,Misscherryblos,@Grimhood So you're not against green tea/matcha? I've heard such good things about it since it's so high in antiox… https://t.co/GeZQ6MgEZ6,1.57812E+18,0,0,Twitter for Android,
2022-10-06 20:27:11+00:00,Neo63007460,"AH Thank you so much for the tag, @Sjobaaa !! 🐑✨

Height: 5’1”
Zodiac: Aries ♈️ 
Tattoo: None
Color: Cyan and Yello… https://t.co/a0jigD8rOR",1.57812E+18,0,11,Twitter for iPhone,She/Her 
2022-10-06 20:22:34+00:00,NomuShino,"@Enohpoxas_ Oh my- The ginger and peach matcha sounds delicious （=´∇｀=）
How does licorice tea taste? I have never tried~",1.57812E+18,0,1,Twitter Web App,
2022-10-06 20:04:23+00:00,Chi_nenye_,@ImaniDH_ I’m a milk tea babe (fruit tea tastes like juice imo) matcha/honey milk tea with whatever topping flavour… https://t.co/Y5lIDbI0iN,1.57811E+18,0,1,Twitter Web App,Somewhere
2022-10-06 20:03:31+00:00,weirdweedwitch,@massaboosetts definitely recommend a thermometer! matcha burns really easily and can get v strong since you’re dri… https://t.co/da4YR0DmOB,1.57811E+18,0,1,Twitter for iPhone,"Boston, MA"
2022-10-06 20:03:18+00:00,p_u_p_i,"First time drinking boba, Matcha Tea is really good ✨",1.57811E+18,0,33,Twitter for Android,Rosemi's tights drawer
2022-10-06 20:02:07+00:00,the_kingdom444,Matcha Tea at midnight we’re SCREAMING💐👑 https://t.co/lDcl56AdyS,1.57811E+18,0,1,Twitter for iPhone,
2022-10-06 19:36:22+00:00,tnywitch,11. Calling dips on Starbucks but fav boba is rose milk tea or matcha with oatmilk and tapioca pearls,1.57811E+18,0,0,Twitter for Android,kissing hongjoongs kitten paws
2022-10-06 19:34:05+00:00,MissLebo_M,I'm pretty certain I haven't been drinking these green matcha tea lattes all by myself! https://t.co/eyqFMZdkTw,1.57811E+18,0,0,Twitter for Android,"Paris, France"
2022-10-06 19:33:53+00:00,kiradraws,i tried matcha for the first time today! i like it a lot! im not a big tea person so im happy to find something that i actually like!,1.57811E+18,0,3,Twitter for Android,"Oregon, USA"
2022-10-06 19:04:46+00:00,reveriearcs,"i need a heart shaped mug for my coffee, tea, and matcha",1.5781E+18,0,1,Twitter for Android,it is what it is
2022-10-06 19:00:03+00:00,getsmoothee,"If you didn't know, Matcha is one of our favorite sources of energy because it provides a boost, improves your heal… https://t.co/LOz8y8gMZk",1.5781E+18,0,0,Sprout Social,Berkeley
2022-10-06 18:58:05+00:00,JalisaChaney1,Ice matcha tea latte w/ soy milk &amp; 2 pumps of chai! https://t.co/AmEVHd3uqc,1.5781E+18,0,0,Twitter for iPhone,"Florida, USA"
2022-10-06 18:47:04+00:00,DuttyJerry,@ThegirlJT Matcha green tea with vanilla cold foam,1.57809E+18,0,0,Twitter for iPhone,🌎
2022-10-06 18:30:04+00:00,weirdweedwitch,"@massaboosetts IT’S MY TIME TO SHINE
the big thing is to make sure you’re not using water that’s too hot, it’ll bur… https://t.co/GEVNQoeQBT",1.57809E+18,0,3,Twitter for iPhone,"Boston, MA"
2022-10-06 18:26:14+00:00,emospider1,i love anything matcha/green tea man im about to steal ms fredettes drink.,1.57809E+18,0,5,Twitter for iPhone,all pronouns
2022-10-06 18:15:24+00:00,TheRealLoriShin,"@celticode @GSmokesweed1 @NikeUnleash @ChristineDrazan I'm drinking green tea, with matcha, and have my lemon water… https://t.co/TY543daIuD",1.57809E+18,0,0,Twitter Web App,USA
